"April 29, 2022 at 08:44AM",Subscapes (Part 3 – Code),https://mattdesl.substack.com/p/subscapes-part-3,https://mattdesl.substack.com/p/subscapes-part-3
"April 29, 2022 at 08:45AM",On NYT Magazine on AI: Resist the Urge to be Impressed,"Context On April 15, 2022, Steven Johnson published a piece in the New York Times Magazine entitled “A.I. Is Mastering Language. Should We Trust What It Says?”…",https://medium.com/@emilymenonbender/on-nyt-magazine-on-ai-resist-the-urge-to-be-impressed-3d92fd9a0edd
"April 29, 2022 at 08:45AM",AB 101: Historical Figures in Generative Art — Georg Nees,https://link.medium.com/PeS40GS1Tmb,https://medium.com/the-link-art-blocks/ab-101-historical-figures-in-generative-art-georg-nees-6b006e62126a
"April 29, 2022 at 08:46AM",Ask Kenn Kaufman: What's the Best Way to Become a Better Birder?,https://www.audubon.org/news/ask-kenn-kaufman-whats-best-way-become-better-birder,https://www.audubon.org/news/ask-kenn-kaufman-whats-best-way-become-better-birder
"May 3, 2022 at 08:41AM",24 Hours in the Creative Life,"Advice to a: Young Artist MidCareer Artist Late-career Artist Marilyn Minter Jason Schmidt/Courtesy of Marilyn Minter Marilyn Minter, 73, visual artist Don’t do…",https://www.nytimes.com/interactive/2022/04/21/t-magazine/culture-issue-creative-life-artists.html
"May 3, 2022 at 08:57AM",The Genres of Data Stories,https://blog.elevatedataviz.com/the-types-of-data-stories/,https://blog.elevatedataviz.com/the-types-of-data-stories/
"May 3, 2022 at 09:10AM",MRI of the Earth · Variable - new ways of experiencing data | https://variable.io,"The story Refik Anadol and Google Arts & Culture - MRI of the Earth We often hear the big numbers about climate change, but making them relatable is another…",https://variable.io/mri-of-the-earth
"May 3, 2022 at 09:12AM",Probable Futures,"What do these small-sounding numbers mean to you? They are now widely used in the context of climate change, but few of us have the tools to understand them and…",https://probablefutures.org/
"May 10, 2022 at 01:20PM",Using Google Sheets as database,(feature image by Vincent Botta ) Motivation Sometimes you just need a simple database and also the ability to have a really simple way to edit the data in a…,https://blog.codecentric.de/en/2019/03/using-google-sheets-as-database/
"May 10, 2022 at 01:22PM",Deadly Data Gaps: How Lack of Information Harms Refugee Policy Making,…,https://www.newsdeeply.com/refugees/community/2017/07/13/deadly-data-gaps-how-lack-of-information-harms-refugee-policy-making
"May 10, 2022 at 01:25PM",The BuzzFeedification of Mental Health,https://mentalhellth.xyz/p/the-buzzfeed-ification-of-mental?utm_source=densediscovery&utm_medium=email&utm_campaign=newsletter-issue-163,https://mentalhellth.xyz/p/the-buzzfeed-ification-of-mental
"May 10, 2022 at 01:27PM",Data-Driven Storytelling: Making Civic Data Accessible with Audio.,"The summary below includes audio embeds that are an integral element of the story. In assessing the impact of the project, the process is as important to us as…",https://medium.com/sonify/data-driven-storytelling-making-civic-data-accessible-with-audio-1bc4fc17429f
"May 10, 2022 at 01:44PM",10 ways to use fewer colors in your data visualizations - Datawrapper Blog,"Blog Product Product Datawrapper lets you show your data as beautiful charts, maps or tables with a few clicks. Find out more about all the available…",https://blog.datawrapper.de/10-ways-to-use-fewer-colors-in-your-data-visualizations/
"May 22, 2022 at 08:18PM",Forget About Perfection. Embrace ‘Mamahuhu.’,…,https://www.nytimes.com/2022/05/18/magazine/mamahuhu-life.html
